fir_number,district,police_station,crime_type,ipc_bns_sections,incident_date,report_date,location_description,latitude,longitude,complainant_name,complainant_age,complainant_gender,complainant_contact,accused_name,accused_age,accused_gender,accused_count,weapon_used,property_loss_inr,case_status,case_outcome,investigating_officer,severity,is_juvenile_involved
0023/2019,Mysuru,Devaraja PS,Robbery,"392, 309",2019-06-23,2019-06-23,"H.No. 18, Narasimhan",12.734523,76.742253,Nidhi Banerjee,37,Male,+913641884950,Dalbir Rajagopal; Oscar Narula; Aadi Acharya,46,Other,3,Vehicle,99439.53,Pending Court Trial,Convicted,Inspector Koshy,High,No
0024/2024,Bengaluru Urban,Indiranagar PS,Eve Teasing/Harassment,"354, 354A",2024-06-22,2024-06-23,"H.No. 92, Memon Ganj",11.729078,77.872718,Sathvik Sidhu,54,Other,00044476086,Vivaan Lala; Ekaja Prabhu; Vivaan Arora,46,Other,3,None,0,Convicted,Acquitted,SI Chopra,Low,No
0025/2024,Tumakuru,City PS,Counterfeiting,"489B, 178",2024-05-18,2024-05-23,"H.No. 092, Shah Street",17.047341,77.386287,Pooja Kata,40,Male,02432095367,Anirudh Dhillon; Ishani Bahri; Charles Divan,53,Other,3,None,0,Case Withdrawn,,ASI Bahl,Low,Yes
0026/2026,Shivamogga,Town PS,Assault,"323, 115",2026-01-06,2026-01-11,"09, D’Alia Street",16.714771,75.804151,Chameli Sachdev,34,Female,05434752183,Adya Shere,21,Female,1,Knife,0,Convicted,Pending,ASI Oak,Medium,No
0027/2022,Davanagere,P.G. Halli PS,Hit and Run,"304A, 106",2022-06-08,2022-06-10,"746, Toor Road",16.25939,74.106192,Jeevika Chokshi,41,Other,9120306374,Vanya Dhillon; Tanveer Jaggi,59,Other,2,None,0,Case Closed,Settled Out of Court,ASI Kar,Low,No
0028/2026,Ballari,Cowl Bazar PS,Robbery,"392, 309",2026-01-07,2026-01-11,"888, Thakkar Road",13.406215,74.059104,Max Prashad,36,Other,3076185725,William Ramesh,45,Other,1,Vehicle,485371.66,Under Investigation,,CPI Kannan,High,No
0029/2018,Tumakuru,Bharathinagar PS,Theft,"379, 303",2018-10-08,2018-10-13,"00/344, Agate Circle",15.386096,75.552405,Suhani Soman,68,Other,08502964511,Isaiah Bhasin; Henry Madan; Bhavna Patel,55,Female,3,None,189631.11,Acquitted,Pending,DySP Borde,Low,No
0030/2020,Tumakuru,Bharathinagar PS,Cybercrime - Phishing,"66C IT Act, 319",2020-08-08,2020-08-12,"181, Kari Path",16.367315,76.96737,Hemal Dube,56,Female,00775795016,Nandini Patel; Ishanvi Swaminathan; Hitesh Chauhan,58,Other,3,None,293963.89,Under Investigation,,CPI Ravi,Medium,No
0031/2025,Shivamogga,Vinoba Nagar PS,Cybercrime - Online Fraud,"66D IT Act, 318",2025-11-13,2025-11-18,"22/619, Buch Street",16.905898,76.144598,Ridhi Rout,26,Other,00867493579,Chameli Bhandari,20,Male,1,None,431965.31,Convicted,Dismissed,PSI Dutta,Medium,No
0032/2023,Shivamogga,Town PS,Robbery,"392, 309",2023-07-13,2023-07-17,"51/26, Nanda Nagar",12.947065,74.776819,Tejas Saran,47,Female,2146343390,Ekalinga Hora,38,Female,1,None,463996.32,Acquitted,Settled Out of Court,CPI Bhakta,High,No
0033/2022,Belagavi,Tilakwadi PS,Domestic Violence,"498A, 85",2022-05-02,2022-05-06,"H.No. 12, Tripathi Zila",13.455439,77.350644,Ria Malhotra,26,Other,03590621063,Ira Raval; Om Kuruvilla,58,Male,2,Acid,0,Convicted,Acquitted,DySP Sarna,Medium,No
0034/2023,Kalaburagi,Brahmapur PS,Cybercrime - Online Fraud,"66D IT Act, 318",2023-03-17,2023-03-22,"10/863, Bhasin Chowk",14.4851,78.373616,Farhan Bava,58,Female,02857025005,Unknown,,,0,None,368860.99,Charge Sheet Filed,Convicted,Inspector Mukhopadhyay,Medium,No
0035/2022,Mysuru,Vijayanagar PS,Eve Teasing/Harassment,"354, 354A",2022-06-28,2022-06-30,"H.No. 45, Oommen Zila",13.221892,74.549987,Manan Venkataraman,31,Female,05755637964,Unknown,,,0,None,0,Under Investigation,,SI Krishnamurthy,Low,No
0036/2026,Kalaburagi,Station Bazaar PS,Extortion,"384, 308",2026-03-24,2026-03-29,"32, Lalla Chowk",12.249995,75.780258,Vedant Wali,36,Female,02870180519,Farhan Gole; Thomas Dyal,53,Male,2,Acid,376527.86,Charge Sheet Filed,Pending,CPI Pau,High,No
0037/2021,Davanagere,Vidyanagar PS,Extortion,"384, 308",2021-11-23,2021-11-26,"H.No. 08, Dutt Marg",12.904638,76.456539,Janya Nigam,48,Male,2587267711,Jonathan Bhargava; Oeshi Kapoor; Pahal Kaur,39,Female,3,Firearm,248838.47,Under Investigation,,SI Mital,High,No
0038/2018,Bengaluru Urban,Banashankari PS,Fraud/Cheating,"420, 318",2018-02-09,2018-02-13,"54/508, Kohli Chowk",17.59133,77.119901,Xiti Joshi,21,Other,03170410966,Jeremiah Choudhury,42,Other,1,None,116449.69,Pending Court Trial,Dismissed,ASI Bahri,Medium,No
0039/2023,Belagavi,Tilakwadi PS,Eve Teasing/Harassment,"354, 354A",2023-09-02,2023-09-06,"90/76, Gala Marg",12.524345,75.593985,Vedhika Nanda,31,Other,8397333769,Advaith Om,41,Female,1,None,0,Convicted,Pending,DySP Sane,Low,No
0040/2025,Hubballi-Dharwad,Vidyanagar PS,Drug Trafficking,"NDPS Act 20, NDPS Act 22",2025-06-05,2025-06-09,"37/23, Behl Street",13.48093,76.975382,Gabriel Ghose,63,Other,+918738705019,Jagdish Aggarwal; Waida Ganesan; Sai Gandhi,51,Female,3,None,0,Acquitted,Settled Out of Court,Inspector Patel,High,No
0041/2025,Belagavi,Shahapur PS,Murder,"302, 103",2025-08-11,2025-08-14,"H.No. 85, Sanghvi Circle",13.358317,76.559982,Gautam Pillay,49,Female,7126704867,Saksham Chaudhari; Yashodhara Krishna; Jeevika Dar,52,Other,3,Firearm,0,Case Withdrawn,,CPI Keer,High,No
0042/2019,Shivamogga,Town PS,Chain Snatching,"356, 304",2019-01-18,2019-01-18,"17/002, Dayal Chowk",13.61165,76.940397,Gaurika Reddy,43,Female,01254408411,Ridhi Rege; Vaishnavi Oza,26,Female,2,None,225335.68,Pending Court Trial,Convicted,DySP Thaker,Medium,No
0043/2020,Ballari,Bruhat Bangalore PS,Counterfeiting,"489B, 178",2020-06-27,2020-07-02,"H.No. 977, Balasubramanian Path",11.525229,76.629545,Chandran Jaggi,42,Other,8662989898,Unknown,,,0,None,0,Charge Sheet Filed,Settled Out of Court,ASI Rama,Low,No
0044/2023,Ballari,Bruhat Bangalore PS,Extortion,"384, 308",2023-05-29,2023-05-31,"H.No. 36, Chanda Zila",11.966346,78.12371,Hamsini Wagle,72,Male,+911294741670,Unknown,,,0,Acid,48001.44,Charge Sheet Filed,Compounded,CPI Sachar,High,No
0045/2021,Mysuru,Nazarbad PS,Arson,"436, 324",2021-05-06,2021-05-08,"289, Murty Zila",14.362361,76.435989,Maya Chopra,54,Other,+913650936319,Chandani Manda,24,Other,1,None,0,Charge Sheet Filed,Compounded,Inspector Srinivasan,High,No
0046/2019,Mangaluru,Bunder PS,Hit and Run,"304A, 106",2019-04-06,2019-04-11,"86, More",14.696808,77.393323,Prisha Mittal,62,Female,0904570964,Anamika Pathak; Zarna Narayan; Deepa Lanka,42,Other,3,None,0,Charge Sheet Filed,Pending,ASI Gala,Low,No
0047/2021,Bengaluru Urban,Banashankari PS,Theft,"379, 303",2021-11-02,2021-11-02,"H.No. 157, Iyer Marg",13.868191,76.012417,Janaki Pal,53,Other,02118815520,Unknown,,,0,None,75772.09,Under Investigation,,PSI Tripathi,Low,No
0048/2023,Tumakuru,Bharathinagar PS,Extortion,"384, 308",2023-05-05,2023-05-10,"63/31, Agrawal Path",18.057586,76.015473,Gayathri Wali,39,Other,6793403996,Netra Mahal; Chakradev Bajaj,42,Female,2,Knife,18507.73,Convicted,Settled Out of Court,DySP Kaur,High,No
0049/2021,Hubballi-Dharwad,Dharwad Rural PS,Burglary,"331(4), 305",2021-04-10,2021-04-11,"998, Mital Circle",13.479295,74.997855,Jacob Sethi,34,Male,08230846628,Yagnesh Keer; Indrajit Goda; Alka Roy,30,Other,3,None,325053.08,FIR Registered,,DySP Jaggi,Medium,No
0050/2020,Shivamogga,Vinoba Nagar PS,Fraud/Cheating,"420, 318",2020-07-12,2020-07-16,"55, Ratta Marg",13.761823,77.41383,Charan Ratta,74,Male,03757111104,Unknown,,,0,None,107578.69,Acquitted,Acquitted,SI Keer,Medium,No
0051/2025,Hubballi-Dharwad,Vidyanagar PS,Kidnapping,"363, 137",2025-01-07,2025-01-10,"25/06, Agrawal Path",15.245167,77.917526,Wahab Hayre,20,Male,9423221484,Gaurika Kar,60,Female,1,None,0,Charge Sheet Filed,Convicted,Inspector Edwin,High,Yes
0052/2020,Belagavi,Shahapur PS,Rioting,"147, 191",2020-10-20,2020-10-22,"91, Ram Ganj",14.904483,78.186566,Darika Doshi,19,Male,+913399477953,Dayita Bhandari; Aayush Choudhary,34,Male,2,Sharp Weapon,0,FIR Registered,,PSI Om,Low,No
0053/2018,Ballari,Bruhat Bangalore PS,Drug Trafficking,"NDPS Act 20, NDPS Act 22",2018-06-08,2018-06-09,"03/87, Prabhakar Nagar",14.528775,77.843096,Yamini Narang,36,Other,+912146135418,Reva Khare; Oni Desai; Chaaya Shetty,40,Other,3,None,0,Under Investigation,,SI Konda,High,No
0054/2023,Bengaluru Urban,Whitefield PS,Arson,"436, 324",2023-05-05,2023-05-09,"H.No. 440, Wable Street",12.528008,74.042955,Nitesh Sinha,27,Male,06705088162,Baghyawati Misra,39,Other,1,None,0,Charge Sheet Filed,Acquitted,CPI Ravi,High,No
0055/2020,Bengaluru Urban,Koramangala PS,Public Nuisance,"268, 270",2020-07-10,2020-07-14,"H.No. 260, Gupta Zila",16.022445,74.892561,Brinda Minhas,21,Male,+916855232031,Nisha Sarna; Sneha Bassi,24,Other,2,None,0,Case Closed,Acquitted,ASI Bora,Low,No
0056/2021,Tumakuru,City PS,Robbery,"392, 309",2021-05-14,2021-05-15,"H.No. 98, Bhat",15.140876,76.394786,Ekavir Savant,41,Female,+919486548786,Unknown,,,0,None,185277.74,Convicted,Acquitted,Inspector Sachdeva,High,No
0057/2022,Shivamogga,Town PS,Burglary,"331(4), 305",2022-08-18,2022-08-22,"78/82, Khalsa",15.512866,75.506562,Nihal Bobal,26,Other,+915072616775,Unknown,,,0,None,147471.31,Under Investigation,,Inspector Bhat,Medium,No
0058/2024,Ballari,Bruhat Bangalore PS,Hit and Run,"304A, 106",2024-01-28,2024-01-28,"61/887, Choudhary Chowk",12.504448,74.31535,Vanya Bhalla,18,Other,+912375398286,Oeshi Bawa; Anamika Prabhakar,60,Female,2,None,0,Case Withdrawn,,ASI Jha,Low,No
0059/2019,Belagavi,Tilakwadi PS,Eve Teasing/Harassment,"354, 354A",2019-04-11,2019-04-12,"H.No. 35, Dube Road",15.850593,77.31334,Ekansh Bajwa,63,Female,+914018989499,Megha Karan; Yashasvi Singhal,29,Male,2,None,0,Case Withdrawn,,DySP Zacharia,Low,No
0060/2020,Bengaluru Urban,Jayanagar PS,Robbery,"392, 309",2020-03-24,2020-03-24,"H.No. 63, Bhasin",18.219655,77.293892,Arunima Savant,20,Other,+914682859713,Unknown,,,0,Blunt Object,390011.0,Case Closed,Acquitted,Inspector Mani,High,No
0061/2018,Kalaburagi,Brahmapur PS,Robbery,"392, 309",2018-06-08,2018-06-09,"76, More Circle",15.055085,74.303574,Ekta Anne,57,Other,2496503932,Rayaan Rao; Siya Lall,25,Other,2,Knife,354937.14,Charge Sheet Filed,Compounded,SI Dube,High,No
0062/2024,Davanagere,Vidyanagar PS,Hit and Run,"304A, 106",2024-07-04,2024-07-08,"67, Parikh Chowk",12.618489,75.578252,Bhavani Kari,69,Other,0260398972,Gautam Sanghvi; Mason Kapur; Vedant Kari,50,Male,3,None,0,Convicted,Compounded,PSI Raj,Low,No
0063/2022,Davanagere,P.G. Halli PS,Robbery,"392, 309",2022-02-10,2022-02-14,"683, Ghosh Zila",17.832591,77.791247,Daksh Nadig,29,Male,07232177288,Ekantika Bhargava; Udarsh Pau; Ekiya Kohli,47,Male,3,Firearm,426656.93,Charge Sheet Filed,Pending,ASI Kota,High,No
0064/2021,Kalaburagi,Brahmapur PS,Burglary,"331(4), 305",2021-02-20,2021-02-21,"63, Tripathi Zila",16.524787,78.260325,Ojas Tank,66,Other,+911130544600,Jasmit Parikh,47,Male,1,None,54767.05,Charge Sheet Filed,Settled Out of Court,Inspector Raja,Medium,No
0065/2021,Mysuru,Devaraja PS,Chain Snatching,"356, 304",2021-08-14,2021-08-15,"98, Patel Nagar",14.857397,75.298877,Tristan Natarajan,43,Female,0103154775,Kevin Barad; Chatura Raghavan; Chandran Gulati,48,Female,3,None,258979.03,Charge Sheet Filed,Pending,Inspector Khalsa,Medium,No
0066/2020,Belagavi,Tilakwadi PS,Fraud/Cheating,"420, 318",2020-07-05,2020-07-07,"794, Vasa Path",13.410681,76.55283,Faqid Khare,68,Male,+919572893971,Unknown,,,0,None,294863.16,Pending Court Trial,Pending,Inspector Sinha,Medium,No
0067/2025,Bengaluru Urban,Jayanagar PS,Hit and Run,"304A, 106",2025-03-15,2025-03-16,"80/68, Din Chowk",16.064361,77.541231,Ira Bhatia,74,Male,04672913039,Aradhana Choudhry; Alexander Johal; Krishna Sachar,59,Other,3,None,0,Acquitted,Dismissed,SI Nagy,Low,No
0068/2023,Mysuru,Devaraja PS,Domestic Violence,"498A, 85",2023-01-26,2023-01-29,"H.No. 142, Som Path",15.592644,77.063068,Faraj Ganesan,29,Male,+918944574111,Unknown,,,0,Blunt Object,0,Pending Court Trial,Pending,DySP Issac,Medium,No
0069/2018,Kalaburagi,Station Bazaar PS,Assault,"323, 115",2018-03-30,2018-04-03,"44/18, Gade Road",11.657185,76.350748,Dayita Doctor,29,Other,06545379068,Yachana Murthy,26,Female,1,Blunt Object,0,Acquitted,Settled Out of Court,PSI Vora,Medium,No
0070/2025,Kalaburagi,Station Bazaar PS,Drug Trafficking,"NDPS Act 20, NDPS Act 22",2025-09-27,2025-09-27,"39/706, Sawhney Street",13.897454,75.527452,Shravya Saxena,69,Male,7625809462,Shravya Pall; Jason Mishra; Nitara Sachdev,48,Other,3,None,0,Pending Court Trial,Settled Out of Court,PSI Warrior,High,No
0071/2024,Tumakuru,City PS,Murder,"302, 103",2024-07-03,2024-07-05,"24/89, Swaminathan Ganj",16.935118,74.682198,Indali Iyengar,65,Female,+914882119392,Nathan Warrior,42,Other,1,Sharp Weapon,0,Acquitted,Compounded,CPI Chana,High,No
0072/2026,Kalaburagi,Station Bazaar PS,Murder,"302, 103",2026-06-10,2026-06-12,"16/27, Nagy Zila",15.5425,78.186286,Arunima Sridhar,54,Female,04794758924,Unknown,,,0,Blunt Object,0,Charge Sheet Filed,Pending,CPI Gera,High,No
0073/2022,Tumakuru,City PS,Cybercrime - Phishing,"66C IT Act, 319",2022-10-12,2022-10-16,"53/78, Kanda Zila",13.485332,76.488358,Frederick Agrawal,42,Male,7425634163,Alexander Salvi; Ucchal Nigam,28,Male,2,None,401823.4,Charge Sheet Filed,Acquitted,PSI Lala,Medium,No
0074/2020,Tumakuru,City PS,Public Nuisance,"268, 270",2020-10-06,2020-10-11,"H.No. 334, Pal Marg",16.18659,77.697175,Avni Deol,69,Other,06750499259,Manya Edwin,38,Male,1,None,0,Pending Court Trial,Pending,DySP Comar,Low,No
0075/2025,Bengaluru Urban,Cubbon Park PS,Cybercrime - Phishing,"66C IT Act, 319",2025-07-30,2025-07-31,"66, Gopal Circle",15.631198,76.449569,Girindra Khurana,58,Male,+912251704441,Varsha Luthra; Umang Rau; Bahadurjit Ray,32,Other,3,None,302287.29,Under Investigation,,CPI Chakrabarti,Medium,No
0076/2025,Shivamogga,Town PS,Murder,"302, 103",2025-09-23,2025-09-26,"H.No. 418, Naidu Circle",15.98827,77.04776,Chakradhar Saxena,32,Male,01049627275,Unknown,,,0,Sharp Weapon,0,Convicted,Acquitted,SI Balay,High,No
0077/2019,Belagavi,Tilakwadi PS,Domestic Violence,"498A, 85",2019-03-18,2019-03-20,"08, Banik Road",14.978507,77.910945,Ubika De,56,Other,+918948122452,Kashish Baral; Onkar Salvi,45,Male,2,Sharp Weapon,0,Charge Sheet Filed,Settled Out of Court,Inspector Chahal,Medium,No
0078/2025,Tumakuru,City PS,Cybercrime - Online Fraud,"66D IT Act, 318",2025-02-19,2025-02-24,"86/098, Chacko Ganj",16.177082,77.755752,Farhan Mody,44,Other,02191102829,Devika Vyas,23,Female,1,None,424534.66,Under Investigation,,CPI Iyengar,Medium,No
0079/2022,Shivamogga,Vinoba Nagar PS,Murder,"302, 103",2022-06-16,2022-06-18,"H.No. 33, Kumer Path",17.217164,75.715542,Ayushman Baral,66,Other,09641575350,Liam Tiwari; Tamanna Ray; Ekantika Lad,45,Other,3,Rope,0,Pending Court Trial,Dismissed,CPI Keer,High,No
0080/2024,Tumakuru,Bharathinagar PS,Arson,"436, 324",2024-07-30,2024-07-30,"H.No. 433, Mistry Road",18.185539,77.370427,Ijaya Dara,35,Male,07984291170,Samesh Baral,60,Female,1,None,0,Under Investigation,,CPI Pathak,High,No
0081/2018,Shivamogga,Town PS,Chain Snatching,"356, 304",2018-08-24,2018-08-25,"02/96, Vala Marg",15.914363,78.305257,Nisha Venkataraman,65,Other,5936332443,Unknown,,,0,None,99097.36,Acquitted,Settled Out of Court,DySP Mammen,Medium,No
0082/2021,Shivamogga,Vinoba Nagar PS,Chain Snatching,"356, 304",2021-03-10,2021-03-13,"23/305, Chanda Nagar",14.083483,78.400609,Nathaniel Kata,62,Female,08864529711,Unknown,,,0,None,113374.65,Charge Sheet Filed,Dismissed,PSI Patil,Medium,No
0083/2019,Hubballi-Dharwad,Dharwad Rural PS,Eve Teasing/Harassment,"354, 354A",2019-04-24,2019-04-26,"H.No. 97, Kata Street",17.334878,76.869109,Oviya Banerjee,58,Other,1737043457,Unknown,,,0,None,0,Case Withdrawn,,CPI Bajwa,Low,No
0084/2022,Bengaluru Urban,Jayanagar PS,Vehicle Theft,"379, 303",2022-01-24,2022-01-24,"H.No. 313, Nair Zila",11.927544,77.319511,Reva Modi,50,Male,09186317624,Max Basu; Chandran Kamdar,36,Other,2,None,442833.66,Charge Sheet Filed,Convicted,ASI Sankar,Medium,No
0085/2025,Tumakuru,Bharathinagar PS,Counterfeiting,"489B, 178",2025-10-16,2025-10-19,"408, Bedi Chowk",17.759963,74.775339,Aradhana Pal,43,Other,+919713316502,Bhavya Memon; Vincent Naik,59,Other,2,None,0,Pending Court Trial,Pending,DySP Palan,Low,No
0086/2022,Ballari,Cowl Bazar PS,Extortion,"384, 308",2022-05-20,2022-05-20,"04/005, Batra",17.388282,75.759463,Yochana Cherian,75,Male,+919845575100,Lavanya Gokhale,37,Male,1,Vehicle,99520.77,Charge Sheet Filed,Pending,Inspector Chakrabarti,High,No
0087/2023,Mysuru,Krishnaraja PS,Cybercrime - Phishing,"66C IT Act, 319",2023-07-23,2023-07-23,"88/224, Modi Road",17.982941,74.410941,Dev Bhavsar,65,Female,+915985282948,Karan Basu; Ati Bhakta,52,Male,2,None,358000.86,Convicted,Settled Out of Court,DySP Barad,Medium,No
0088/2022,Mangaluru,Mangaladevi PS,Burglary,"331(4), 305",2022-10-25,2022-10-29,"01/855, Narang Street",16.02704,75.43391,Geetika Padmanabhan,30,Other,6966538903,Unknown,,,0,None,387830.87,Pending Court Trial,Dismissed,ASI Vig,Medium,No
0089/2021,Hubballi-Dharwad,Vidyanagar PS,Theft,"379, 303",2021-07-26,2021-07-27,"41/24, Banerjee Street",13.251767,75.235321,Omkaar Mitter,51,Other,02336155708,Unknown,,,0,None,411236.18,Under Investigation,,ASI Deshmukh,Low,No
0090/2018,Mysuru,Vijayanagar PS,Extortion,"384, 308",2018-07-12,2018-07-12,"H.No. 385, Rajagopal Zila",17.461849,75.35318,Aahana Hayer,32,Female,03954284459,Faris Dyal; Brijesh Chaudry,51,Male,2,Acid,70622.55,Charge Sheet Filed,Dismissed,CPI Ram,High,No
0091/2018,Shivamogga,Town PS,Robbery,"392, 309",2018-10-22,2018-10-25,"55, Sama Street",15.04762,74.387342,Gaurang Bhardwaj,31,Female,5766364033,Janani Anne; Januja Acharya,52,Other,2,Vehicle,464638.65,Case Withdrawn,,DySP Patla,High,Yes
0092/2024,Tumakuru,Bharathinagar PS,Public Nuisance,"268, 270",2024-12-16,2024-12-18,"H.No. 647, Nadig Road",16.830831,75.264248,Saumya Kala,65,Male,+916975351109,Saksham Iyer; Kritika Memon,34,Male,2,None,0,FIR Registered,,DySP Balan,Low,No
0093/2021,Mysuru,Devaraja PS,Cybercrime - Phishing,"66C IT Act, 319",2021-10-03,2021-10-05,"01/29, Wason Street",12.802671,77.242351,Gauri Chakraborty,72,Female,5904708826,Kiaan Sangha,39,Female,1,None,89039.36,Pending Court Trial,Dismissed,PSI Bhatt,Medium,No
0094/2026,Tumakuru,Bharathinagar PS,Hit and Run,"304A, 106",2026-06-03,2026-06-06,"H.No. 234, Batta Marg",11.849638,76.043136,Gavin Kannan,39,Other,02585654086,Janaki Bose; Lekha Varma; Dakshesh Kulkarni,59,Male,3,None,0,Pending Court Trial,Settled Out of Court,DySP Sankaran,Low,No
0095/2019,Shivamogga,Town PS,Cybercrime - Online Fraud,"66D IT Act, 318",2019-12-16,2019-12-19,"H.No. 67, Panchal Zila",15.270017,77.690357,Nidhi Madan,20,Female,0627658129,Aradhana Kurian; Brijesh Kuruvilla; Noah Dalal,27,Other,3,None,497584.19,Case Withdrawn,,PSI Lalla,Medium,No
0096/2021,Mysuru,Vijayanagar PS,Domestic Violence,"498A, 85",2021-06-02,2021-06-04,"H.No. 120, Bail Path",17.769096,76.704808,Max Sankar,26,Female,6937204985,Dominic Upadhyay,20,Male,1,Firearm,0,Case Withdrawn,,Inspector Dugar,Medium,No
0097/2026,Mysuru,Vijayanagar PS,Theft,"379, 303",2026-04-26,2026-04-29,"68/52, Karpe Road",12.119112,74.444299,Samesh Narasimhan,58,Female,09938284820,Unknown,,,0,None,347437.71,Charge Sheet Filed,Compounded,PSI Chada,Low,No
0098/2019,Davanagere,Vidyanagar PS,Cybercrime - Phishing,"66C IT Act, 319",2019-05-21,2019-05-26,"03/513, Radhakrishnan Circle",18.010012,78.083962,Gautam Lala,47,Male,03250962059,Chasmum Mander; Urmi Bhatt,52,Other,2,None,67590.67,Charge Sheet Filed,Dismissed,ASI Kothari,Medium,No
0099/2020,Bengaluru Urban,Cubbon Park PS,Theft,"379, 303",2020-01-20,2020-01-21,"03/43, Jani Zila",15.171481,74.22171,Warda Bhatt,58,Other,+910540857237,Nitara Dhingra; Hema Sunder,47,Other,2,None,332845.86,Case Closed,Compounded,PSI Bali,Low,No
0100/2021,Davanagere,P.G. Halli PS,Cybercrime - Online Fraud,"66D IT Act, 318",2021-06-18,2021-06-21,"18, Samra Ganj",17.297309,77.755905,Kashish Goyal,56,Other,08581311358,Veer Dayal; Ekaraj Chaudhuri,52,Female,2,None,336948.48,Convicted,Dismissed,PSI Ramesh,Medium,No
0101/2026,Shivamogga,Town PS,Assault,"323, 115",2026-05-30,2026-06-02,"478, Parmar Nagar",12.28612,76.835761,Tara Choudhary,25,Female,08521823049,Zansi Hari,58,Other,1,Knife,0,Under Investigation,,SI Sahota,Medium,No
0102/2018,Hubballi-Dharwad,Dharwad Rural PS,Cybercrime - Phishing,"66C IT Act, 319",2018-06-13,2018-06-15,"010, Koshy Chowk",18.086872,75.237822,Vincent Gole,50,Other,3977751457,Unknown,,,0,None,439162.75,FIR Registered,,SI Ratta,Medium,No
0103/2019,Belagavi,Tilakwadi PS,Vehicle Theft,"379, 303",2019-03-30,2019-03-30,"564, Kunda Chowk",17.992844,77.686793,Arin Chauhan,22,Female,+910984959726,Ojas Murty; Qasim Devi; Januja Kari,48,Male,3,None,402841.66,FIR Registered,,CPI De,Medium,No
0104/2018,Belagavi,Tilakwadi PS,Chain Snatching,"356, 304",2018-08-22,2018-08-25,"462, Borah Chowk",16.499463,77.823945,Ekanta Aggarwal,36,Female,00672583078,Unknown,,,0,None,85944.85,FIR Registered,,DySP Goswami,Medium,No
0105/2020,Davanagere,P.G. Halli PS,Theft,"379, 303",2020-04-17,2020-04-17,"07, Buch Marg",13.92142,75.850999,Raghav Gulati,34,Other,+913202329739,Yadavi Lal; Xiti Nanda,54,Other,2,None,427661.68,Convicted,Dismissed,Inspector Deol,Low,No
0106/2019,Bengaluru Urban,Cubbon Park PS,Kidnapping,"363, 137",2019-06-27,2019-06-28,"02, Bora Marg",17.202106,74.914415,Noah Soman,52,Male,+915026045521,Advika Sabharwal; Eesha Guha; Ekani Boase,59,Other,3,None,0,Case Closed,Convicted,PSI Dhar,High,No
0107/2021,Shivamogga,Town PS,Theft,"379, 303",2021-09-07,2021-09-09,"H.No. 086, Panchal Ganj",14.130061,74.486001,Andrew Karnik,43,Other,8476995102,Raksha Pandey,23,Male,1,None,95806.52,Pending Court Trial,Acquitted,PSI Nori,Low,No
0108/2019,Shivamogga,Town PS,Cybercrime - Phishing,"66C IT Act, 319",2019-09-11,2019-09-12,"H.No. 087, Nayak Road",16.424041,76.359037,Nirja Dasgupta,25,Female,06819954805,Meghana Shroff; Yug Bava; Rajata Baral,30,Female,3,None,129175.15,Case Closed,Settled Out of Court,CPI Chana,Medium,No
0109/2025,Ballari,Bruhat Bangalore PS,Robbery,"392, 309",2025-03-23,2025-03-25,"27, Kashyap Chowk",12.56038,76.314315,Sanaya Gola,74,Other,+910235167595,Qabil Natt,20,Other,1,Sharp Weapon,220364.23,Under Investigation,,Inspector Prasad,High,No
0110/2023,Hubballi-Dharwad,Dharwad Rural PS,Chain Snatching,"356, 304",2023-12-06,2023-12-10,"420, Datta Path",14.596457,75.903953,Qasim Mishra,49,Female,1264698526,Unknown,,,0,None,388133.58,Acquitted,Pending,Inspector Bahl,Medium,No
